WindSpeed,WindDirection,WaveCondition,Tension,Vessel,Berth,MC,ML
20.0,N,,176,180k,Berth 03,MC1,Stern
20.0,NNE,,183,180k,Berth 03,MC1,Stern
20.0,NE,,163,180k,Berth 03,MC1,Stern
20.0,ENE,,112,180k,Berth 03,MC1,Stern
20.0,E,,84,180k,Berth 03,MC1,Stern
20.0,ESE,,71,180k,Berth 03,MC1,Stern
20.0,SE,,65,180k,Berth 03,MC1,Stern
20.0,SSE,,60,180k,Berth 03,MC1,Stern
20.0,S,,66,180k,Berth 03,MC1,Stern
20.0,SSW,,64,180k,Berth 03,MC1,Stern
20.0,SW,,78,180k,Berth 03,MC1,Stern
20.0,WSW,,74,180k,Berth 03,MC1,Stern
20.0,W,,92,180k,Berth 03,MC1,Stern
20.0,WNW,,101,180k,Berth 03,MC1,Stern
20.0,NW,,143,180k,Berth 03,MC1,Stern
20.0,NNW,,152,180k,Berth 03,MC1,Stern
20.0,NE,1,234,180k,Berth 03,MC1,Stern
20.0,NE,2,192,180k,Berth 03,MC1,Stern
20.0,NE,3,279,180k,Berth 03,MC1,Stern
20.0,NE,4,348,180k,Berth 03,MC1,Stern
20.0,NE,5,219,180k,Berth 03,MC1,Stern
20.0,NE,6,276,180k,Berth 03,MC1,Stern
20.0,NE,7,365,180k,Berth 03,MC1,Stern
9.0,E,8,133,180k,Berth 03,MC1,Stern
9.0,E,9,181,180k,Berth 03,MC1,Stern
9.0,E,10,185,180k,Berth 03,MC1,Stern
30.0,N,,443,180k,Berth 03,MC2,Bow
30.0,NNE,,356,180k,Berth 03,MC2,Bow
30.0,NE,,285,180k,Berth 03,MC2,Bow
30.0,ENE,,116,180k,Berth 03,MC2,Bow
30.0,E,,87,180k,Berth 03,MC2,Bow
30.0,ESE,,90,180k,Berth 03,MC2,Bow
30.0,SE,,92,180k,Berth 03,MC2,Bow
30.0,SSE,,88,180k,Berth 03,MC2,Bow
30.0,S,,83,180k,Berth 03,MC2,Bow
30.0,SSW,,74,180k,Berth 03,MC2,Bow
30.0,SW,,81,180k,Berth 03,MC2,Bow
30.0,WSW,,89,180k,Berth 03,MC2,Bow
30.0,W,,128,180k,Berth 03,MC2,Bow
30.0,WNW,,205,180k,Berth 03,MC2,Bow
30.0,NW,,347,180k,Berth 03,MC2,Bow
30.0,NNW,,435,180k,Berth 03,MC2,Bow
20.0,N,,207,180k,Berth 03,MC2,Bow
20.0,NNE,,184,180k,Berth 03,MC2,Bow
20.0,NE,,136,180k,Berth 03,MC2,Bow
20.0,ENE,,89,180k,Berth 03,MC2,Bow
20.0,E,,96,180k,Berth 03,MC2,Bow
20.0,ESE,,92,180k,Berth 03,MC2,Bow
20.0,SE,,95,180k,Berth 03,MC2,Bow
20.0,SSE,,95,180k,Berth 03,MC2,Bow
20.0,S,,92,180k,Berth 03,MC2,Bow
20.0,SSW,,79,180k,Berth 03,MC2,Bow
20.0,SW,,92,180k,Berth 03,MC2,Bow
20.0,WSW,,92,180k,Berth 03,MC2,Bow
20.0,W,,120,180k,Berth 03,MC2,Bow
20.0,WNW,,119,180k,Berth 03,MC2,Bow
20.0,NW,,188,180k,Berth 03,MC2,Bow
20.0,NNW,,197,180k,Berth 03,MC2,Bow
20.0,NE,1,187,180k,Berth 03,MC2,Bow
20.0,NE,2,184,180k,Berth 03,MC2,Bow
20.0,NE,3,237,180k,Berth 03,MC2,Bow
20.0,NE,4,420,180k,Berth 03,MC2,Bow
20.0,NE,5,206,180k,Berth 03,MC2,Bow
20.0,NE,6,257,180k,Berth 03,MC2,Bow
20.0,NE,7,415,180k,Berth 03,MC2,Bow
9.0,E,8,141,180k,Berth 03,MC2,Bow
9.0,E,9,199,180k,Berth 03,MC2,Bow
9.0,E,10,248,180k,Berth 03,MC2,Bow
30.0,N,,290,180k,Berth 03,MC2,Fwd Spring
30.0,NNE,,262,180k,Berth 03,MC2,Fwd Spring
30.0,NE,,222,180k,Berth 03,MC2,Fwd Spring
30.0,ENE,,116,180k,Berth 03,MC2,Fwd Spring
30.0,E,,79,180k,Berth 03,MC2,Fwd Spring
30.0,ESE,,83,180k,Berth 03,MC2,Fwd Spring
30.0,SE,,77,180k,Berth 03,MC2,Fwd Spring
30.0,SSE,,63,180k,Berth 03,MC2,Fwd Spring
30.0,S,,54,180k,Berth 03,MC2,Fwd Spring
30.0,SSW,,47,180k,Berth 03,MC2,Fwd Spring
30.0,SW,,47,180k,Berth 03,MC2,Fwd Spring
30.0,WSW,,50,180k,Berth 03,MC2,Fwd Spring
30.0,W,,65,180k,Berth 03,MC2,Fwd Spring
30.0,WNW,,132,180k,Berth 03,MC2,Fwd Spring
30.0,NW,,212,180k,Berth 03,MC2,Fwd Spring
30.0,NNW,,266,180k,Berth 03,MC2,Fwd Spring
20.0,N,,151,180k,Berth 03,MC2,Fwd Spring
20.0,NNE,,135,180k,Berth 03,MC2,Fwd Spring
20.0,NE,,105,180k,Berth 03,MC2,Fwd Spring
20.0,ENE,,75,180k,Berth 03,MC2,Fwd Spring
20.0,E,,79,180k,Berth 03,MC2,Fwd Spring
20.0,ESE,,87,180k,Berth 03,MC2,Fwd Spring
20.0,SE,,83,180k,Berth 03,MC2,Fwd Spring
20.0,SSE,,68,180k,Berth 03,MC2,Fwd Spring
20.0,S,,61,180k,Berth 03,MC2,Fwd Spring
20.0,SSW,,54,180k,Berth 03,MC2,Fwd Spring
20.0,SW,,58,180k,Berth 03,MC2,Fwd Spring
20.0,WSW,,57,180k,Berth 03,MC2,Fwd Spring
20.0,W,,74,180k,Berth 03,MC2,Fwd Spring
20.0,WNW,,91,180k,Berth 03,MC2,Fwd Spring
20.0,NW,,136,180k,Berth 03,MC2,Fwd Spring
20.0,NNW,,128,180k,Berth 03,MC2,Fwd Spring
20.0,NE,1,175,180k,Berth 03,MC2,Fwd Spring
20.0,NE,2,145,180k,Berth 03,MC2,Fwd Spring
20.0,NE,3,181,180k,Berth 03,MC2,Fwd Spring
20.0,NE,4,300,180k,Berth 03,MC2,Fwd Spring
20.0,NE,5,166,180k,Berth 03,MC2,Fwd Spring
20.0,NE,6,189,180k,Berth 03,MC2,Fwd Spring
20.0,NE,7,326,180k,Berth 03,MC2,Fwd Spring
9.0,E,8,123,180k,Berth 03,MC2,Fwd Spring
9.0,E,9,162,180k,Berth 03,MC2,Fwd Spring
9.0,E,10,197,180k,Berth 03,MC2,Fwd Spring
30.0,N,,515,180k,Berth 03,MC2,Aft Spring
30.0,NNE,,511,180k,Berth 03,MC2,Aft Spring
30.0,NE,,476,180k,Berth 03,MC2,Aft Spring
30.0,ENE,,249,180k,Berth 03,MC2,Aft Spring
30.0,E,,55,180k,Berth 03,MC2,Aft Spring
30.0,ESE,,40,180k,Berth 03,MC2,Aft Spring
30.0,SE,,37,180k,Berth 03,MC2,Aft Spring
30.0,SSE,,40,180k,Berth 03,MC2,Aft Spring
30.0,S,,49,180k,Berth 03,MC2,Aft Spring
30.0,SSW,,54,180k,Berth 03,MC2,Aft Spring
30.0,SW,,68,180k,Berth 03,MC2,Aft Spring
30.0,WSW,,87,180k,Berth 03,MC2,Aft Spring
30.0,W,,120,180k,Berth 03,MC2,Aft Spring
30.0,WNW,,185,180k,Berth 03,MC2,Aft Spring
30.0,NW,,298,180k,Berth 03,MC2,Aft Spring
30.0,NNW,,401,180k,Berth 03,MC2,Aft Spring
20.0,N,,260,180k,Berth 03,MC2,Aft Spring
20.0,NNE,,260,180k,Berth 03,MC2,Aft Spring
20.0,NE,,232,180k,Berth 03,MC2,Aft Spring
20.0,ENE,,123,180k,Berth 03,MC2,Aft Spring
20.0,E,,63,180k,Berth 03,MC2,Aft Spring
20.0,ESE,,57,180k,Berth 03,MC2,Aft Spring
20.0,SE,,53,180k,Berth 03,MC2,Aft Spring
20.0,SSE,,57,180k,Berth 03,MC2,Aft Spring
20.0,S,,59,180k,Berth 03,MC2,Aft Spring
20.0,SSW,,62,180k,Berth 03,MC2,Aft Spring
20.0,SW,,68,180k,Berth 03,MC2,Aft Spring
20.0,WSW,,82,180k,Berth 03,MC2,Aft Spring
20.0,W,,102,180k,Berth 03,MC2,Aft Spring
20.0,WNW,,111,180k,Berth 03,MC2,Aft Spring
20.0,NW,,174,180k,Berth 03,MC2,Aft Spring
20.0,NNW,,191,180k,Berth 03,MC2,Aft Spring
20.0,NE,1,306,180k,Berth 03,MC2,Aft Spring
20.0,NE,2,262,180k,Berth 03,MC2,Aft Spring
20.0,NE,3,326,180k,Berth 03,MC2,Aft Spring
20.0,NE,4,533,180k,Berth 03,MC2,Aft Spring
20.0,NE,5,356,180k,Berth 03,MC2,Aft Spring
20.0,NE,6,374,180k,Berth 03,MC2,Aft Spring
20.0,NE,7,579,180k,Berth 03,MC2,Aft Spring
9.0,E,8,134,180k,Berth 03,MC2,Aft Spring
9.0,E,9,180,180k,Berth 03,MC2,Aft Spring
9.0,E,10,239,180k,Berth 03,MC2,Aft Spring
30.0,N,,344,180k,Berth 03,MC2,Stern
30.0,NNE,,328,180k,Berth 03,MC2,Stern
30.0,NE,,302,180k,Berth 03,MC2,Stern
30.0,ENE,,201,180k,Berth 03,MC2,Stern
30.0,E,,84,180k,Berth 03,MC2,Stern
30.0,ESE,,58,180k,Berth 03,MC2,Stern
30.0,SE,,57,180k,Berth 03,MC2,Stern
30.0,SSE,,55,180k,Berth 03,MC2,Stern
30.0,S,,54,180k,Berth 03,MC2,Stern
30.0,SSW,,56,180k,Berth 03,MC2,Stern
30.0,SW,,62,180k,Berth 03,MC2,Stern
30.0,WSW,,69,180k,Berth 03,MC2,Stern
30.0,W,,90,180k,Berth 03,MC2,Stern
30.0,WNW,,125,180k,Berth 03,MC2,Stern
30.0,NW,,245,180k,Berth 03,MC2,Stern
30.0,NNW,,300,180k,Berth 03,MC2,Stern
20.0,N,,176,180k,Berth 03,MC2,Stern
20.0,NNE,,172,180k,Berth 03,MC2,Stern
20.0,NE,,159,180k,Berth 03,MC2,Stern
20.0,ENE,,110,180k,Berth 03,MC2,Stern
20.0,E,,75,180k,Berth 03,MC2,Stern
20.0,ESE,,64,180k,Berth 03,MC2,Stern
20.0,SE,,63,180k,Berth 03,MC2,Stern
20.0,SSE,,62,180k,Berth 03,MC2,Stern
20.0,S,,61,180k,Berth 03,MC2,Stern
20.0,SSW,,63,180k,Berth 03,MC2,Stern
20.0,SW,,65,180k,Berth 03,MC2,Stern
20.0,WSW,,71,180k,Berth 03,MC2,Stern
20.0,W,,86,180k,Berth 03,MC2,Stern
20.0,WNW,,76,180k,Berth 03,MC2,Stern
20.0,NW,,135,180k,Berth 03,MC2,Stern
20.0,NNW,,150,180k,Berth 03,MC2,Stern
20.0,NE,1,183,180k,Berth 03,MC2,Stern
20.0,NE,2,185,180k,Berth 03,MC2,Stern
20.0,NE,3,222,180k,Berth 03,MC2,Stern
20.0,NE,4,351,180k,Berth 03,MC2,Stern
20.0,NE,5,203,180k,Berth 03,MC2,Stern
20.0,NE,6,236,180k,Berth 03,MC2,Stern
20.0,NE,7,361,180k,Berth 03,MC2,Stern
9.0,E,8,116,180k,Berth 03,MC2,Stern
9.0,E,9,137,180k,Berth 03,MC2,Stern
9.0,E,10,187,180k,Berth 03,MC2,Stern
30.0,N,,75,180k,Berth 04,MC1,Bow
30.0,NNE,,79,180k,Berth 04,MC1,Bow
30.0,NE,,94,180k,Berth 04,MC1,Bow
30.0,ENE,,113,180k,Berth 04,MC1,Bow
30.0,E,,109,180k,Berth 04,MC1,Bow
30.0,ESE,,109,180k,Berth 04,MC1,Bow
30.0,SE,,174,180k,Berth 04,MC1,Bow
30.0,SSE,,248,180k,Berth 04,MC1,Bow
30.0,S,,290,180k,Berth 04,MC1,Bow
30.0,SSW,,277,180k,Berth 04,MC1,Bow
30.0,SW,,224,180k,Berth 04,MC1,Bow
30.0,WSW,,141,180k,Berth 04,MC1,Bow
30.0,W,,110,180k,Berth 04,MC1,Bow
30.0,WNW,,106,180k,Berth 04,MC1,Bow
30.0,NW,,82,180k,Berth 04,MC1,Bow
30.0,NNW,,79,180k,Berth 04,MC1,Bow
20.0,N,,106,180k,Berth 04,MC1,Bow
20.0,NNE,,118,180k,Berth 04,MC1,Bow
20.0,NE,,126,180k,Berth 04,MC1,Bow
20.0,ENE,,114,180k,Berth 04,MC1,Bow
20.0,E,,113,180k,Berth 04,MC1,Bow
20.0,ESE,,92,180k,Berth 04,MC1,Bow
20.0,SE,,101,180k,Berth 04,MC1,Bow
20.0,SSE,,108,180k,Berth 04,MC1,Bow
20.0,S,,136,180k,Berth 04,MC1,Bow
20.0,SSW,,145,180k,Berth 04,MC1,Bow
20.0,SW,,133,180k,Berth 04,MC1,Bow
20.0,WSW,,132,180k,Berth 04,MC1,Bow
20.0,W,,111,180k,Berth 04,MC1,Bow
20.0,WNW,,105,180k,Berth 04,MC1,Bow
20.0,NW,,101,180k,Berth 04,MC1,Bow
20.0,NNW,,101,180k,Berth 04,MC1,Bow
20.0,NE,1,274,180k,Berth 04,MC1,Bow
20.0,NE,2,101,180k,Berth 04,MC1,Bow
20.0,NE,3,120,180k,Berth 04,MC1,Bow
20.0,NE,4,129,180k,Berth 04,MC1,Bow
20.0,NE,5,178,180k,Berth 04,MC1,Bow
20.0,NE,6,250,180k,Berth 04,MC1,Bow
20.0,NE,7,243,180k,Berth 04,MC1,Bow
9.0,E,8,155,180k,Berth 04,MC1,Bow
9.0,E,9,237,180k,Berth 04,MC1,Bow
9.0,E,10,294,180k,Berth 04,MC1,Bow
30.0,N,,48,180k,Berth 04,MC1,Fwd Spring
30.0,NNE,,54,180k,Berth 04,MC1,Fwd Spring
30.0,NE,,70,180k,Berth 04,MC1,Fwd Spring
30.0,ENE,,85,180k,Berth 04,MC1,Fwd Spring
30.0,E,,81,180k,Berth 04,MC1,Fwd Spring
30.0,ESE,,78,180k,Berth 04,MC1,Fwd Spring
30.0,SE,,83,180k,Berth 04,MC1,Fwd Spring
30.0,SSE,,93,180k,Berth 04,MC1,Fwd Spring
30.0,S,,120,180k,Berth 04,MC1,Fwd Spring
30.0,SSW,,107,180k,Berth 04,MC1,Fwd Spring
30.0,SW,,98,180k,Berth 04,MC1,Fwd Spring
30.0,WSW,,81,180k,Berth 04,MC1,Fwd Spring
30.0,W,,55,180k,Berth 04,MC1,Fwd Spring
30.0,WNW,,46,180k,Berth 04,MC1,Fwd Spring
30.0,NW,,41,180k,Berth 04,MC1,Fwd Spring
30.0,NNW,,45,180k,Berth 04,MC1,Fwd Spring
20.0,N,,62,180k,Berth 04,MC1,Fwd Spring
20.0,NNE,,76,180k,Berth 04,MC1,Fwd Spring
20.0,NE,,72,180k,Berth 04,MC1,Fwd Spring
20.0,ENE,,75,180k,Berth 04,MC1,Fwd Spring
20.0,E,,75,180k,Berth 04,MC1,Fwd Spring
20.0,ESE,,77,180k,Berth 04,MC1,Fwd Spring
20.0,SE,,75,180k,Berth 04,MC1,Fwd Spring
20.0,SSE,,79,180k,Berth 04,MC1,Fwd Spring
20.0,S,,71,180k,Berth 04,MC1,Fwd Spring
20.0,SSW,,81,180k,Berth 04,MC1,Fwd Spring
20.0,SW,,91,180k,Berth 04,MC1,Fwd Spring
20.0,WSW,,69,180k,Berth 04,MC1,Fwd Spring
20.0,W,,58,180k,Berth 04,MC1,Fwd Spring
20.0,WNW,,58,180k,Berth 04,MC1,Fwd Spring
20.0,NW,,57,180k,Berth 04,MC1,Fwd Spring
20.0,NNW,,57,180k,Berth 04,MC1,Fwd Spring
20.0,NE,1,127,180k,Berth 04,MC1,Fwd Spring
20.0,NE,2,69,180k,Berth 04,MC1,Fwd Spring
20.0,NE,3,74,180k,Berth 04,MC1,Fwd Spring
20.0,NE,4,83,180k,Berth 04,MC1,Fwd Spring
20.0,NE,5,93,180k,Berth 04,MC1,Fwd Spring
20.0,NE,6,121,180k,Berth 04,MC1,Fwd Spring
20.0,NE,7,126,180k,Berth 04,MC1,Fwd Spring
9.0,E,8,81,180k,Berth 04,MC1,Fwd Spring
9.0,E,9,105,180k,Berth 04,MC1,Fwd Spring
9.0,E,10,116,180k,Berth 04,MC1,Fwd Spring
30.0,N,,57,180k,Berth 04,MC1,Aft Spring
30.0,NNE,,49,180k,Berth 04,MC1,Aft Spring
30.0,NE,,49,180k,Berth 04,MC1,Aft Spring
30.0,ENE,,50,180k,Berth 04,MC1,Aft Spring
30.0,E,,57,180k,Berth 04,MC1,Aft Spring
30.0,ESE,,124,180k,Berth 04,MC1,Aft Spring
30.0,SE,,177,180k,Berth 04,MC1,Aft Spring
30.0,SSE,,170,180k,Berth 04,MC1,Aft Spring
30.0,S,,152,180k,Berth 04,MC1,Aft Spring
30.0,SSW,,110,180k,Berth 04,MC1,Aft Spring
30.0,SW,,102,180k,Berth 04,MC1,Aft Spring
30.0,WSW,,113,180k,Berth 04,MC1,Aft Spring
30.0,W,,100,180k,Berth 04,MC1,Aft Spring
30.0,WNW,,88,180k,Berth 04,MC1,Aft Spring
30.0,NW,,74,180k,Berth 04,MC1,Aft Spring
30.0,NNW,,60,180k,Berth 04,MC1,Aft Spring
20.0,N,,82,180k,Berth 04,MC1,Aft Spring
20.0,NNE,,70,180k,Berth 04,MC1,Aft Spring
20.0,NE,,70,180k,Berth 04,MC1,Aft Spring
20.0,ENE,,67,180k,Berth 04,MC1,Aft Spring
20.0,E,,76,180k,Berth 04,MC1,Aft Spring
20.0,ESE,,94,180k,Berth 04,MC1,Aft Spring
20.0,SE,,112,180k,Berth 04,MC1,Aft Spring
20.0,SSE,,109,180k,Berth 04,MC1,Aft Spring
20.0,S,,107,180k,Berth 04,MC1,Aft Spring
20.0,SSW,,91,180k,Berth 04,MC1,Aft Spring
20.0,SW,,120,180k,Berth 04,MC1,Aft Spring
20.0,WSW,,95,180k,Berth 04,MC1,Aft Spring
20.0,W,,88,180k,Berth 04,MC1,Aft Spring
20.0,WNW,,84,180k,Berth 04,MC1,Aft Spring
20.0,NW,,82,180k,Berth 04,MC1,Aft Spring
20.0,NNW,,76,180k,Berth 04,MC1,Aft Spring
20.0,NE,1,152,180k,Berth 04,MC1,Aft Spring
20.0,NE,2,70,180k,Berth 04,MC1,Aft Spring
20.0,NE,3,88,180k,Berth 04,MC1,Aft Spring
20.0,NE,4,97,180k,Berth 04,MC1,Aft Spring
20.0,NE,5,111,180k,Berth 04,MC1,Aft Spring
20.0,NE,6,135,180k,Berth 04,MC1,Aft Spring
20.0,NE,7,153,180k,Berth 04,MC1,Aft Spring
9.0,E,8,90,180k,Berth 04,MC1,Aft Spring
9.0,E,9,123,180k,Berth 04,MC1,Aft Spring
9.0,E,10,142,180k,Berth 04,MC1,Aft Spring
30.0,N,,97,180k,Berth 04,MC1,Stern
30.0,NNE,,91,180k,Berth 04,MC1,Stern
30.0,NE,,96,180k,Berth 04,MC1,Stern
30.0,ENE,,127,180k,Berth 04,MC1,Stern
30.0,E,,130,180k,Berth 04,MC1,Stern
30.0,ESE,,203,180k,Berth 04,MC1,Stern
30.0,SE,,319,180k,Berth 04,MC1,Stern
30.0,SSE,,354,180k,Berth 04,MC1,Stern
30.0,S,,362,180k,Berth 04,MC1,Stern
30.0,SSW,,292,180k,Berth 04,MC1,Stern
30.0,SW,,234,180k,Berth 04,MC1,Stern
30.0,WSW,,138,180k,Berth 04,MC1,Stern
30.0,W,,119,180k,Berth 04,MC1,Stern
30.0,WNW,,130,180k,Berth 04,MC1,Stern
30.0,NW,,118,180k,Berth 04,MC1,Stern
30.0,NNW,,102,180k,Berth 04,MC1,Stern
20.0,N,,153,180k,Berth 04,MC1,Stern
20.0,NNE,,133,180k,Berth 04,MC1,Stern
20.0,NE,,146,180k,Berth 04,MC1,Stern
20.0,ENE,,127,180k,Berth 04,MC1,Stern
20.0,E,,142,180k,Berth 04,MC1,Stern
20.0,ESE,,149,180k,Berth 04,MC1,Stern
20.0,SE,,159,180k,Berth 04,MC1,Stern
20.0,SSE,,163,180k,Berth 04,MC1,Stern
20.0,S,,169,180k,Berth 04,MC1,Stern
20.0,SSW,,157,180k,Berth 04,MC1,Stern
20.0,SW,,139,180k,Berth 04,MC1,Stern
20.0,WSW,,132,180k,Berth 04,MC1,Stern
20.0,W,,128,180k,Berth 04,MC1,Stern
20.0,WNW,,141,180k,Berth 04,MC1,Stern
20.0,NW,,160,180k,Berth 04,MC1,Stern
20.0,NNW,,142,180k,Berth 04,MC1,Stern
20.0,NE,1,280,180k,Berth 04,MC1,Stern
20.0,NE,2,138,180k,Berth 04,MC1,Stern
20.0,NE,3,176,180k,Berth 04,MC1,Stern
20.0,NE,4,200,180k,Berth 04,MC1,Stern
20.0,NE,5,243,180k,Berth 04,MC1,Stern
20.0,NE,6,306,180k,Berth 04,MC1,Stern
20.0,NE,7,350,180k,Berth 04,MC1,Stern
9.0,E,8,167,180k,Berth 04,MC1,Stern
9.0,E,9,231,180k,Berth 04,MC1,Stern
9.0,E,10,278,180k,Berth 04,MC1,Stern
30.0,N,,83,180k,Berth 04,MC2,Bow
30.0,NNE,,88,180k,Berth 04,MC2,Bow
30.0,NE,,107,180k,Berth 04,MC2,Bow
30.0,ENE,,112,180k,Berth 04,MC2,Bow
30.0,E,,119,180k,Berth 04,MC2,Bow
30.0,ESE,,118,180k,Berth 04,MC2,Bow
30.0,SE,,240,180k,Berth 04,MC2,Bow
30.0,SSE,,331,180k,Berth 04,MC2,Bow
30.0,S,,415,180k,Berth 04,MC2,Bow
30.0,SSW,,420,180k,Berth 04,MC2,Bow
30.0,SW,,371,180k,Berth 04,MC2,Bow
30.0,WSW,,214,180k,Berth 04,MC2,Bow
30.0,W,,158,180k,Berth 04,MC2,Bow
30.0,WNW,,131,180k,Berth 04,MC2,Bow
30.0,NW,,83,180k,Berth 04,MC2,Bow
30.0,NNW,,80,180k,Berth 04,MC2,Bow
20.0,N,,127,180k,Berth 04,MC2,Bow
20.0,NNE,,114,180k,Berth 04,MC2,Bow
20.0,NE,,128,180k,Berth 04,MC2,Bow
20.0,ENE,,118,180k,Berth 04,MC2,Bow
20.0,E,,132,180k,Berth 04,MC2,Bow
20.0,ESE,,123,180k,Berth 04,MC2,Bow
20.0,SE,,121,180k,Berth 04,MC2,Bow
20.0,SSE,,135,180k,Berth 04,MC2,Bow
20.0,S,,194,180k,Berth 04,MC2,Bow
20.0,SSW,,197,180k,Berth 04,MC2,Bow
20.0,SW,,199,180k,Berth 04,MC2,Bow
20.0,WSW,,172,180k,Berth 04,MC2,Bow
20.0,W,,134,180k,Berth 04,MC2,Bow
20.0,WNW,,134,180k,Berth 04,MC2,Bow
20.0,NW,,106,180k,Berth 04,MC2,Bow
20.0,NNW,,110,180k,Berth 04,MC2,Bow
20.0,NE,1,245,180k,Berth 04,MC2,Bow
20.0,NE,2,91,180k,Berth 04,MC2,Bow
20.0,NE,3,104,180k,Berth 04,MC2,Bow
20.0,NE,4,155,180k,Berth 04,MC2,Bow
20.0,NE,5,215,180k,Berth 04,MC2,Bow
20.0,NE,6,242,180k,Berth 04,MC2,Bow
20.0,NE,7,289,180k,Berth 04,MC2,Bow
9.0,E,8,156,180k,Berth 04,MC2,Bow
9.0,E,9,229,180k,Berth 04,MC2,Bow
9.0,E,10,279,180k,Berth 04,MC2,Bow
30.0,N,,51,180k,Berth 04,MC2,Fwd Spring
30.0,NNE,,57,180k,Berth 04,MC2,Fwd Spring
30.0,NE,,73,180k,Berth 04,MC2,Fwd Spring
30.0,ENE,,86,180k,Berth 04,MC2,Fwd Spring
30.0,E,,90,180k,Berth 04,MC2,Fwd Spring
30.0,ESE,,91,180k,Berth 04,MC2,Fwd Spring
30.0,SE,,109,180k,Berth 04,MC2,Fwd Spring
30.0,SSE,,139,180k,Berth 04,MC2,Fwd Spring
30.0,S,,145,180k,Berth 04,MC2,Fwd Spring
30.0,SSW,,159,180k,Berth 04,MC2,Fwd Spring
30.0,SW,,164,180k,Berth 04,MC2,Fwd Spring
30.0,WSW,,104,180k,Berth 04,MC2,Fwd Spring
30.0,W,,69,180k,Berth 04,MC2,Fwd Spring
30.0,WNW,,56,180k,Berth 04,MC2,Fwd Spring
30.0,NW,,48,180k,Berth 04,MC2,Fwd Spring
30.0,NNW,,46,180k,Berth 04,MC2,Fwd Spring
20.0,N,,64,180k,Berth 04,MC2,Fwd Spring
20.0,NNE,,69,180k,Berth 04,MC2,Fwd Spring
20.0,NE,,81,180k,Berth 04,MC2,Fwd Spring
20.0,ENE,,83,180k,Berth 04,MC2,Fwd Spring
20.0,E,,85,180k,Berth 04,MC2,Fwd Spring
20.0,ESE,,83,180k,Berth 04,MC2,Fwd Spring
20.0,SE,,83,180k,Berth 04,MC2,Fwd Spring
20.0,SSE,,79,180k,Berth 04,MC2,Fwd Spring
20.0,S,,101,180k,Berth 04,MC2,Fwd Spring
20.0,SSW,,110,180k,Berth 04,MC2,Fwd Spring
20.0,SW,,105,180k,Berth 04,MC2,Fwd Spring
20.0,WSW,,98,180k,Berth 04,MC2,Fwd Spring
20.0,W,,71,180k,Berth 04,MC2,Fwd Spring
20.0,WNW,,65,180k,Berth 04,MC2,Fwd Spring
20.0,NW,,55,180k,Berth 04,MC2,Fwd Spring
20.0,NNW,,64,180k,Berth 04,MC2,Fwd Spring
20.0,NE,1,155,180k,Berth 04,MC2,Fwd Spring
20.0,NE,2,64,180k,Berth 04,MC2,Fwd Spring
20.0,NE,3,69,180k,Berth 04,MC2,Fwd Spring
20.0,NE,4,86,180k,Berth 04,MC2,Fwd Spring
20.0,NE,5,118,180k,Berth 04,MC2,Fwd Spring
20.0,NE,6,130,180k,Berth 04,MC2,Fwd Spring
20.0,NE,7,138,180k,Berth 04,MC2,Fwd Spring
9.0,E,8,102,180k,Berth 04,MC2,Fwd Spring
9.0,E,9,131,180k,Berth 04,MC2,Fwd Spring
9.0,E,10,163,180k,Berth 04,MC2,Fwd Spring
30.0,N,,54,180k,Berth 04,MC2,Aft Spring
30.0,NNE,,47,180k,Berth 04,MC2,Aft Spring
30.0,NE,,43,180k,Berth 04,MC2,Aft Spring
30.0,ENE,,47,180k,Berth 04,MC2,Aft Spring
30.0,E,,63,180k,Berth 04,MC2,Aft Spring
30.0,ESE,,104,180k,Berth 04,MC2,Aft Spring
30.0,SE,,158,180k,Berth 04,MC2,Aft Spring
30.0,SSE,,188,180k,Berth 04,MC2,Aft Spring
30.0,S,,141,180k,Berth 04,MC2,Aft Spring
30.0,SSW,,128,180k,Berth 04,MC2,Aft Spring
30.0,SW,,118,180k,Berth 04,MC2,Aft Spring
30.0,WSW,,94,180k,Berth 04,MC2,Aft Spring
30.0,W,,99,180k,Berth 04,MC2,Aft Spring
30.0,WNW,,80,180k,Berth 04,MC2,Aft Spring
30.0,NW,,68,180k,Berth 04,MC2,Aft Spring
30.0,NNW,,59,180k,Berth 04,MC2,Aft Spring
20.0,N,,69,180k,Berth 04,MC2,Aft Spring
20.0,NNE,,62,180k,Berth 04,MC2,Aft Spring
20.0,NE,,59,180k,Berth 04,MC2,Aft Spring
20.0,ENE,,63,180k,Berth 04,MC2,Aft Spring
20.0,E,,64,180k,Berth 04,MC2,Aft Spring
20.0,ESE,,80,180k,Berth 04,MC2,Aft Spring
20.0,SE,,106,180k,Berth 04,MC2,Aft Spring
20.0,SSE,,94,180k,Berth 04,MC2,Aft Spring
20.0,S,,90,180k,Berth 04,MC2,Aft Spring
20.0,SSW,,81,180k,Berth 04,MC2,Aft Spring
20.0,SW,,78,180k,Berth 04,MC2,Aft Spring
20.0,WSW,,85,180k,Berth 04,MC2,Aft Spring
20.0,W,,83,180k,Berth 04,MC2,Aft Spring
20.0,WNW,,74,180k,Berth 04,MC2,Aft Spring
20.0,NW,,74,180k,Berth 04,MC2,Aft Spring
20.0,NNW,,75,180k,Berth 04,MC2,Aft Spring
20.0,NE,1,148,180k,Berth 04,MC2,Aft Spring
